source,question_id,insight_subject (auto-filled),insight_direction (auto-filled),raw_value_stem (auto-filled),descriptor_interest_id,raw_value_answer_option (auto-filled),mapped_to_insight_tag,insight_tag_suggestions
question,QID318,Artistry,WHO_I_WANT,Handmade gifts are more meaningful to you.,,Yes,Appreciates handmade gifts,
question,QID320,Career priorities,WHO_I_AM,You'd move across the country for the right job.,,No,nan,
question,QID320,Career priorities,WHO_I_AM,You'd move across the country for the right job.,,Yes,Open to relocating for career,
question,QID321,Career priorities,WHO_I_WANT,Does your partner’s work-life balance matter to you?,,I’d prefer they have a life outside of work,Balances work and life,
question,QID321,Career priorities,WHO_I_WANT,Does your partner’s work-life balance matter to you?,,I’d respect if they put their work first,nan,
question,QID321,Career priorities,WHO_I_WANT,Does your partner’s work-life balance matter to you?,,Doesn't matter to me,nan,
question,QID321,Career priorities,WHO_I_WANT,Does your partner’s work-life balance matter to you?,,Prefer not to say,nan,
question,QID324,Career priorities,WHO_I_AM,Your friends call you a workaholic.,,No,Balances work and life,
question,QID324,Career priorities,WHO_I_AM,Your friends call you a workaholic.,,Yes,Career-focused,
question,QID326,Career priorities,WHO_I_AM,Do you work while on vacation?,,Never,Balances work and life,
question,QID326,Career priorities,WHO_I_AM,Do you work while on vacation?,,Only for emergencies,Balances work and life,
question,QID326,Career priorities,WHO_I_AM,Do you work while on vacation?,,"Yes, even though I shouldn’t",Career-focused,
question,QID326,Career priorities,WHO_I_AM,Do you work while on vacation?,,"Yes, it's mandatory",Career-focused,
question,QID329,Organization,WHO_I_AM,Who cleans your home?,,"I do, by myself",Values cleanliness,
question,QID329,Organization,WHO_I_AM,Who cleans your home?,,I share duties with roommates,Values cleanliness,
question,QID329,Organization,WHO_I_AM,Who cleans your home?,,I pay a house cleaner,Values cleanliness,
question,QID329,Organization,WHO_I_AM,Who cleans your home?,,Clean?,Casual about tidiness,
question,QID336,Artistry,WHO_I_WANT,Which would you find attractive in a partner?,,Loves to dance,Enjoys dancing,
question,QID336,Artistry,WHO_I_WANT,Which would you find attractive in a partner?,,Loves to sing,Enjoys singing,
question,QID336,Artistry,WHO_I_WANT,Which would you find attractive in a partner?,,Loves photography,Enjoys photography,
question,QID336,Artistry,WHO_I_WANT,Which would you find attractive in a partner?,,Loves to write,Likes creative writing,
question,QID339,Dining compatibility,WHO_I_AM,Do you like spicy food?,,Yep. Hotter the better!,Likes spicy food,
question,QID339,Dining compatibility,WHO_I_AM,Do you like spicy food?,,"Mild, please!",Likes mild spiciness,
question,QID339,Dining compatibility,WHO_I_AM,Do you like spicy food?,,It depends,Likes spicy and mild food,
question,QID340,Cooking,WHO_I_WANT,Do you want a partner you can cook with?,,"Yes, I love cooking together",Enjoys cooking with partner,
question,QID340,Cooking,WHO_I_WANT,Do you want a partner you can cook with?,,"No, get out of my kitchen!",Prefers not to cook with partner,
question,QID340,Cooking,WHO_I_WANT,Do you want a partner you can cook with?,,We try it,Open to cooking with partner,
question,QID341,Money talks,WHO_I_AM,Who do you prefer to manage your household finances?,,Me,Prefers ownership of finances,
question,QID341,Money talks,WHO_I_AM,Who do you prefer to manage your household finances?,,My partner,Prefers partner manages finances,
question,QID341,Money talks,WHO_I_AM,Who do you prefer to manage your household finances?,,We'd share the responsibility,Willing to combine finances,
question,QID341,Money talks,WHO_I_AM,Who do you prefer to manage your household finances?,,I'd keep our finances separate,Prefers separate finances,
question,QID342,Gaming compatibility,WHO_I_AM,You consider yourself a gamer. ,,No,Not a gamer,
question,QID342,Gaming compatibility,WHO_I_AM,You consider yourself a gamer. ,,Yes,Gamer,
question,QID343,Conflict resolution,WHO_I_AM,You forgive and forget.,,No,Can't forgive and forget,
question,QID343,Conflict resolution,WHO_I_AM,You forgive and forget.,,Yes,Can forgive and forget,
question,QID344,Gaming compatibility,WHO_I_AM,You enjoy watching others play video games. ,,No,Don't like watching video games,
question,QID344,Gaming compatibility,WHO_I_AM,You enjoy watching others play video games. ,,Yes,Enjoys watching video games,
question,QID345,Gaming compatibility,WHO_I_AM,How often do you play video games?,,Frequently,Gamer,
question,QID345,Gaming compatibility,WHO_I_AM,How often do you play video games?,,Never,Not a gamer,
question,QID345,Gaming compatibility,WHO_I_AM,How often do you play video games?,,Sometimes,Occassionally plays games,
question,QID345,Gaming compatibility,WHO_I_AM,How often do you play video games?,,Regularly,Gamer,
question,QID346,Gaming compatibility,WHO_I_WANT,Do you want a partner who plays video games?,,Makes no difference to me,Indifferent about gaming,
question,QID346,Gaming compatibility,WHO_I_WANT,Do you want a partner who plays video games?,,I'd love if they did,Gamer,
question,QID346,Gaming compatibility,WHO_I_WANT,Do you want a partner who plays video games?,,I'd prefer they don't,Not a gamer,
question,QID346,Gaming compatibility,WHO_I_WANT,Do you want a partner who plays video games?,,Other,nan,
question,QID348,Gaming compatibility,WHO_I_AM,What kinds of games are you into? Choose all that apply.,,Video games,Gamer,
question,QID348,Gaming compatibility,WHO_I_AM,What kinds of games are you into? Choose all that apply.,,Turn-based strategy or MMORPGs,Gamer,
question,QID348,Gaming compatibility,WHO_I_AM,What kinds of games are you into? Choose all that apply.,,"Board, card, or tabletop games",Gamer,
question,QID348,Gaming compatibility,WHO_I_AM,What kinds of games are you into? Choose all that apply.,,I don't like games,Not a gamer,
question,QID348,Gaming compatibility,WHO_I_AM,What kinds of games are you into? Choose all that apply.,,Puzzle or casual games,Enjoys puzzles or casual games,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Kayak,Enjoys kayaking,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Archery,Enjoys archery,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,MountainBike,Enjoys mountain biking,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,RiverRaft,Enjoys river rafting,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Ski,Enjoys skiing,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Snowboard,Enjoys snowboarding,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Hockey,Enjoys hockey,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,FigureSkate,Enjoys figure skating,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,ATV,Enjoys ATVing,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Fishing,Enjoys fishing,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Golf,Enjoys golf,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Tennis,Enjoys tennis,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Croquet,Enjoys croquet,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Frisbee,Enjoys frisbee,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Cornhole,Enjoys cornhole,
question,QID349,Fitness/Sports,WHO_I_AM,What outdoor sports do you enjoy? Choose all that apply.,,Soccer,Enjoys soccer,
question,QID350,Travel compatibility,WHO_I_AM,You have a passport and you're ready to use it. ,,No,Not an international traveler,
question,QID350,Travel compatibility,WHO_I_AM,You have a passport and you're ready to use it. ,,Yes,Has a passport,
question,QID351,Work vibes,WHO_I_AM,You regularly travel for work.,,No,Rarely or never travels for work,
question,QID351,Work vibes,WHO_I_AM,You regularly travel for work.,,Yes,Regularly travels for work,
question,QID352,Work vibes,WHO_I_WANT,You prefer dating someone who doesn't travel a lot for work.,,No,nan,
question,QID352,Work vibes,WHO_I_WANT,You prefer dating someone who doesn't travel a lot for work.,,Yes,Doesn't travel for work,
question,QID353,Travel compatibility,WHO_I_WANT,You would be okay with dating someone who has a fear of flying.,,No,Not afraid of flying,
question,QID353,Travel compatibility,WHO_I_WANT,You would be okay with dating someone who has a fear of flying.,,Yes,nan,
question,QID355,Travel compatibility,WHO_I_AM,Do you usually stay in a hotel or hostel?,,Hotel,Stays in hotels when traveling,
question,QID355,Travel compatibility,WHO_I_AM,Do you usually stay in a hotel or hostel?,,Hostel,Stays in hostels when traveling,
question,QID356,Travel compatibility,WHO_I_AM,You would love to live on a boat.,,No,Would not live on a boat,
question,QID356,Travel compatibility,WHO_I_AM,You would love to live on a boat.,,Yes,Would love to live on a boat,
question,QID357,Favorite Movie,WHO_I_AM,What types of movies do you like? Choose all that apply.,,Comedy,Comedy movie fan,
question,QID357,Favorite Movie,WHO_I_AM,What types of movies do you like? Choose all that apply.,,Sci-fi adventure,Sci-fi movie fan,
question,QID357,Favorite Movie,WHO_I_AM,What types of movies do you like? Choose all that apply.,,Historical drama,Historical movie fan,
question,QID357,Favorite Movie,WHO_I_AM,What types of movies do you like? Choose all that apply.,,Horror or thriller,Horror and thriller movie fan,
question,QID357,Favorite Movie,WHO_I_AM,What types of movies do you like? Choose all that apply.,,Animated,Animated movie fan,
question,QID358,Travel compatibility,WHO_I_AM,What vacation sounds more your speed?,,Summit a mountain,Enjoys nature vacations,
question,QID358,Travel compatibility,WHO_I_AM,What vacation sounds more your speed?,,Visiting the tourist spots,Enjoys touristy vacations,
question,QID358,Travel compatibility,WHO_I_AM,What vacation sounds more your speed?,,Spa treatments at a resort,nan,
question,QID358,Travel compatibility,WHO_I_AM,What vacation sounds more your speed?,,Read a book on the beach,Enjoys beach vacations,
question,QID358,Travel compatibility,WHO_I_AM,What vacation sounds more your speed?,,Other,nan,
question,QID360,Travel compatibility,WHO_I_AM,"When you travel, do you plan an itinerary?",,"Yes, I love a solid plan",Travels with an itinerary,
question,QID360,Travel compatibility,WHO_I_AM,"When you travel, do you plan an itinerary?",,"No, I prefer to let it unfold",Travels without an itinerary,
question,QID360,Travel compatibility,WHO_I_AM,"When you travel, do you plan an itinerary?",,I don't travel that much,Don't travel often,
question,QID362,Music,WHO_I_AM,"When my favorite song comes on, I immediately sing along.",,No,Prefers to listen,
question,QID362,Music,WHO_I_AM,"When my favorite song comes on, I immediately sing along.",,Yes,Loves to sing,
question,QID363,Personality,WHO_I_AM,"Are you the ""planner"" in your family or friend group?",,"No, and I love it",Not a planner,
question,QID363,Personality,WHO_I_AM,"Are you the ""planner"" in your family or friend group?",,"Yes, but it stresses me out",Reluctant but capable planner,
question,QID363,Personality,WHO_I_AM,"Are you the ""planner"" in your family or friend group?",,"No, I tend to go with the flow",Not a planner,
question,QID363,Personality,WHO_I_AM,"Are you the ""planner"" in your family or friend group?",,I prefer to do things alone,Likes doing things solo,
question,QID364,Ambition,WHO_I_AM,Do you strive for promotions at work?,,"Of course, it's all about the climb",Ambitious & career driven,
question,QID364,Ambition,WHO_I_AM,Do you strive for promotions at work?,,"Not really, I'm happy where I am",Content with current job,
question,QID364,Ambition,WHO_I_AM,Do you strive for promotions at work?,,"If it's meant to be, it will be",Content with current job,
question,QID365,Ambition,WHO_I_AM,Thoughts on retiring early?,,A goal I’m working toward,Seeking early retirement,
question,QID365,Ambition,WHO_I_AM,Thoughts on retiring early?,,Nice if it happens,Open to early retirement,
question,QID365,Ambition,WHO_I_AM,Thoughts on retiring early?,,Fast way to die of boredom,Not planning to retire early,
question,QID365,Ambition,WHO_I_AM,Thoughts on retiring early?,,Retire? In this economy?,Not planning to retire early,
question,QID366,Pet compatibility,WHO_I_AM,Are you allergic to cats or dogs?,,"Yes, cats",Cat allergy,
question,QID366,Pet compatibility,WHO_I_AM,Are you allergic to cats or dogs?,,"Yes, dogs",Dog allergy,
question,QID366,Pet compatibility,WHO_I_AM,Are you allergic to cats or dogs?,,"Yes, both cats and dogs",Allergic to cats and dogs,
question,QID366,Pet compatibility,WHO_I_AM,Are you allergic to cats or dogs?,,Not allergic,Not allergic to animals,
question,QID367,Pet compatibility,WHO_I_AM,Would you adopt a pet with a partner?,,No,Not interested in pet adoption,
question,QID367,Pet compatibility,WHO_I_AM,Would you adopt a pet with a partner?,,Yes,Open to pet adoption,
question,QID367,Pet compatibility,WHO_I_AM,Would you adopt a pet with a partner?,,Maybe,Maybe interested in pets,
question,QID369,Pet friendliness,WHO_I_AM,"It's fine to bring a dog on a date. Better, even!",,No,Prefers dog-free dates,
question,QID369,Pet friendliness,WHO_I_AM,"It's fine to bring a dog on a date. Better, even!",,Yes,Loves dogs on dates,
question,QID37,Sex adventurousness,WHO_I_WANT,"In the intimacy department, I'd rather keep it more vanilla.",,No,Seeks adventurous intimacy,
question,QID37,Sex adventurousness,WHO_I_WANT,"In the intimacy department, I'd rather keep it more vanilla.",,Yes,Prefers traditional intimacy,
question,QID372,Political alignment,WHO_I_AM,Should abortion be legal?,,"Yes, always",Supports full abortion rights,
question,QID372,Political alignment,WHO_I_AM,Should abortion be legal?,,With some restrictions,Supports abortion with limits,
question,QID372,Political alignment,WHO_I_AM,Should abortion be legal?,,No,Does not support abortion,
question,QID372,Political alignment,WHO_I_AM,Should abortion be legal?,,Prefer not to say,nan,
question,QID375,Creative date preferences,WHO_I_AM,What would you enjoy the most?,,Safari zone at a zoo,Likes wildlife & adventure,
question,QID375,Creative date preferences,WHO_I_AM,What would you enjoy the most?,,Penguin shows at an aquarium,Enjoys aquarium visits,
question,QID375,Creative date preferences,WHO_I_AM,What would you enjoy the most?,,Peaceful botanical garden,Enjoys peace in nature,
question,QID375,Creative date preferences,WHO_I_AM,What would you enjoy the most?,,Just a regular day at a cafe,Savors cozy and relaxed moments,
question,QID376,Independence,WHO_I_AM,Would you let your partner go through your phone?,,No way,Values digital privacy,
question,QID376,Independence,WHO_I_AM,Would you let your partner go through your phone?,,"Yes, of course",Open & transparent,
question,QID376,Independence,WHO_I_AM,Would you let your partner go through your phone?,,Only if they let me go through theirs,nan,
question,QID376,Independence,WHO_I_AM,Would you let your partner go through your phone?,,Prefer not to say,nan,
question,QID378,Religion,WHO_I_AM,You're a spiritual person.,,No,Not very spiritual,
question,QID378,Religion,WHO_I_AM,You're a spiritual person.,,Yes,Identifes as spiritual,
question,QID380,Religion,WHO_I_AM,Do you observe religious holidays?,,"No, I don't observe any",Doesn't observe religious holidays,
question,QID380,Religion,WHO_I_AM,Do you observe religious holidays?,,"Yes, but more for tradition",Observes some religous holidays,
question,QID380,Religion,WHO_I_AM,Do you observe religious holidays?,,"Some, but not all",Observes some religous holidays,
question,QID380,Religion,WHO_I_AM,Do you observe religious holidays?,,I actively observe most or all,Observes religious holidays,
question,QID380,Religion,WHO_I_AM,Do you observe religious holidays?,,Prefer not to say,nan,
question,QID382,Religion,WHO_I_WANT,Do you want a partner who shares your religion?,,Very much so,Same religion as mine,
question,QID382,Religion,WHO_I_WANT,Do you want a partner who shares your religion?,,Doesn't matter to me,Religion can differ from mine,
question,QID382,Religion,WHO_I_WANT,Do you want a partner who shares your religion?,,"I’m not religious, but I don’t mind if they are",Religion can differ from mine,
question,QID382,Religion,WHO_I_WANT,Do you want a partner who shares your religion?,,I prefer they aren’t religious,Not religious,
question,QID382,Religion,WHO_I_WANT,Do you want a partner who shares your religion?,,Not sure,nan,
question,QID386,Expectations around sex,WHO_I_WANT,How do you feel about having friends with benefits?,,Not for me,nan,
question,QID386,Expectations around sex,WHO_I_WANT,How do you feel about having friends with benefits?,,Yes please,Open to friends with benefits,
question,QID386,Expectations around sex,WHO_I_WANT,How do you feel about having friends with benefits?,,"Not sure, but I'm open to it",Open to friends with benefits,
question,QID386,Expectations around sex,WHO_I_WANT,How do you feel about having friends with benefits?,,Prefer not to say,nan,
question,QID388,Expectations around sex,WHO_I_AM,Is a partner’s sexual history important to you?,,Not at all,Sex history doesn't matter,
question,QID388,Expectations around sex,WHO_I_AM,Is a partner’s sexual history important to you?,,Maybe a little,nan,
question,QID388,Expectations around sex,WHO_I_AM,Is a partner’s sexual history important to you?,,Yes,Believes sex history matters,
question,QID388,Expectations around sex,WHO_I_AM,Is a partner’s sexual history important to you?,,Prefer not to say,nan,
question,QID391,Sex adventurousness,WHO_I_AM,Is emotional connection important during sex?,,"It's a plus, but not necessary",Open to sex without emotions,
question,QID391,Sex adventurousness,WHO_I_AM,Is emotional connection important during sex?,,Absolutely,Sex requires emotional connection,
question,QID391,Sex adventurousness,WHO_I_AM,Is emotional connection important during sex?,,Nope,Open to sex without emotions,
question,QID391,Sex adventurousness,WHO_I_AM,Is emotional connection important during sex?,,Prefer not to say,nan,
question,QID392,Expectations around sex,WHO_I_AM,How often would you prefer to have sex?,,Every day,Prefers daily sex,
question,QID392,Expectations around sex,WHO_I_AM,How often would you prefer to have sex?,,A few times a week,Prefers sex a few times a week,
question,QID392,Expectations around sex,WHO_I_AM,How often would you prefer to have sex?,,Once or twice a month,Prefers sex a few times a month,
question,QID392,Expectations around sex,WHO_I_AM,How often would you prefer to have sex?,,Doesn't matter. Quality over quantity!,nan,
question,QID392,Expectations around sex,WHO_I_AM,How often would you prefer to have sex?,,Prefer not to say,nan,
question,QID393,Sex adventurousness,WHO_I_AM,I'm definitely on the kinky side.,,No,Don't want kinky sex,
question,QID393,Sex adventurousness,WHO_I_AM,I'm definitely on the kinky side.,,Yes,Into kinky sex,
question,QID395,Sex adventurousness,WHO_I_WANT,What kind of energy do you prefer from a partner during sex?,,They take charge,Takes charge during sex,
question,QID395,Sex adventurousness,WHO_I_WANT,What kind of energy do you prefer from a partner during sex?,,They follow my lead,They follow my lead during sex,
question,QID395,Sex adventurousness,WHO_I_WANT,What kind of energy do you prefer from a partner during sex?,,We're equal partners,nan,
question,QID395,Sex adventurousness,WHO_I_WANT,What kind of energy do you prefer from a partner during sex?,,Prefer not to say,nan,
question,QID399,Smoking,WHO_I_AM,Do you like smoking hookah?,,I'd try it,nan,
question,QID399,Smoking,WHO_I_AM,Do you like smoking hookah?,,No,Doesn't smoke hookah,
question,QID399,Smoking,WHO_I_AM,Do you like smoking hookah?,,Yes,Smokes hookah,
question,QID399,Smoking,WHO_I_AM,Do you like smoking hookah?,,Prefer not to say,nan,
question,QID4,Dating intention,WHO_I_AM,5 dates this week sounds great!,,No,5 dates a week is too many,
question,QID4,Dating intention,WHO_I_AM,5 dates this week sounds great!,,Yes,5 dates a week could be fun,
question,QID402,Artistry,WHO_I_WANT,Do you want to date someone artistic?,,I'd consider it,nan,
question,QID402,Artistry,WHO_I_WANT,Do you want to date someone artistic?,,Yes. Artistic passion is attractive!,Artistic,
question,QID402,Artistry,WHO_I_WANT,Do you want to date someone artistic?,,Not really not my type,Not artistic,
question,QID402,Artistry,WHO_I_WANT,Do you want to date someone artistic?,,Not sure,nan,
question,QID403,Music,WHO_I_WANT,Musical talent is a turn on.,,No,nan,
question,QID403,Music,WHO_I_WANT,Musical talent is a turn on.,,Yes,Musically talented,
question,QID407,Dining compatibility,WHO_I_AM,I love hanging out at cafes ,,No,Doesn't hang out at cafes,
question,QID407,Dining compatibility,WHO_I_AM,I love hanging out at cafes ,,Yes,Loves hanging at cafes,
question,QID408,Relationship Values,WHO_I_WANT,It's really important for you that your partner…,,Can pick up on subtle signals,Values emotional connection,
question,QID408,Relationship Values,WHO_I_WANT,It's really important for you that your partner…,,Respects different point of view,Open minded,
question,QID408,Relationship Values,WHO_I_WANT,It's really important for you that your partner…,,Is a good communicator,Clear communicator,
question,QID408,Relationship Values,WHO_I_WANT,It's really important for you that your partner…,,Appreciates my sense of humor,Good sense of humor,
question,QID409,Open-mindedness,WHO_I_AM,You hesitate when trying new activities.,,No,Likes trying new things,
question,QID409,Open-mindedness,WHO_I_AM,You hesitate when trying new activities.,,Yes,Cautious about trying new things,
question,QID411,Career priorities,WHO_I_WANT,Workaholics bother me.,,No,nan,
question,QID411,Career priorities,WHO_I_WANT,Workaholics bother me.,,Yes,Balances work and life,
question,QID412,Career priorities,WHO_I_WANT,I'd want my partner to stop working when we start a family.,,No,Values partner's career,
question,QID412,Career priorities,WHO_I_WANT,I'd want my partner to stop working when we start a family.,,Yes,Plans to be financial provider,
question,QID413,Money talks,WHO_I_WANT,Who would you prefer to be the stay-at-home parent?,,Me,Wants to be primary caregiver,
question,QID413,Money talks,WHO_I_AM,Who would you prefer to be the stay-at-home parent?,,My partner,Wants to be primary caregiver,
question,QID414,Organization,WHO_I_WANT,Being messy is a dealbreaker.,,No,nan,
question,QID414,Organization,WHO_I_WANT,Being messy is a dealbreaker.,,Yes,Needs to be tidy,
question,QID416,Conflict resolution,WHO_I_WANT,"After an argument is over, how should your partner act?",,Help me laugh it off,Uses humor to reconnect,
question,QID416,Conflict resolution,WHO_I_WANT,"After an argument is over, how should your partner act?",,Get me a gift or kind gesture,Appreciates gestures with apologies,
question,QID416,Conflict resolution,WHO_I_WANT,"After an argument is over, how should your partner act?",,Cuddle or get intimate,Seeks physical comfort post-conflict,
question,QID416,Conflict resolution,WHO_I_WANT,"After an argument is over, how should your partner act?",,Give me space for a while,Needs space post-conflict,
question,QID416,Conflict resolution,WHO_I_WANT,"After an argument is over, how should your partner act?",,None of the above,nan,
question,QID417,Conversation medium,WHO_I_WANT,Do you think people should use full sentences over text?,,Yes. Good grammar is important,Texts using proper grammar,
question,QID417,Conversation medium,WHO_I_WANT,Do you think people should use full sentences over text?,,"In some situations, but not always",Casual & informal texter,
question,QID417,Conversation medium,WHO_I_WANT,Do you think people should use full sentences over text?,,No lol,Casual & informal texter,
question,QID418,Conversation medium,WHO_I_WANT,"Do you prefer phone calls, video calls, or text messages?",,Phone calls,Prefers phone calls,
question,QID418,Conversation medium,WHO_I_WANT,"Do you prefer phone calls, video calls, or text messages?",,Video calls,Prefers video calls,
question,QID418,Conversation medium,WHO_I_WANT,"Do you prefer phone calls, video calls, or text messages?",,Text messages,Prefers texting,
question,QID420,Dating intention,WHO_I_WANT,I'd be fine dating someone who doesn't want to marry.,,No,Wants to marry eventually,
question,QID420,Dating intention,WHO_I_WANT,I'd be fine dating someone who doesn't want to marry.,,Yes,Open to never marrying,
question,QID423,Favorite Movie,WHO_I_WANT,Does it annoy you when other people talk during movies?,,"Yes, I need silence",Not a talker during movies,
question,QID423,Favorite Movie,WHO_I_WANT,Does it annoy you when other people talk during movies?,,"No, I don’t mind",Doesn't mind talking during movies,
question,QID423,Favorite Movie,WHO_I_WANT,Does it annoy you when other people talk during movies?,,"It’s fine, I talk too!",Talks during movies,
question,QID424,Artistry,WHO_I_AM,I would date someone who isn't artistic.,,No,Seeks artistic partner,
question,QID424,Artistry,WHO_I_AM,I would date someone who isn't artistic.,,Yes,Partner can be unartistic,
question,QID425,Active lifestyle compatibility,WHO_I_WANT,I love having a partner who motivates me to work out.,,No,nan,
question,QID425,Active lifestyle compatibility,WHO_I_WANT,I love having a partner who motivates me to work out.,,Yes,Motivates me to be better,
question,QID426,Fitness/Sports,WHO_I_WANT,I'd love to have a partner who plays sports with me.,,No,Doesn't play sports with partner,
question,QID426,Fitness/Sports,WHO_I_WANT,I'd love to have a partner who plays sports with me.,,Yes,Plays sports with partner,
question,QID427,Fitness/Sports,WHO_I_WANT,I’d be interested in joining a sports league with a partner.,,No,Doesn't play sports with partner,
question,QID427,Fitness/Sports,WHO_I_WANT,I’d be interested in joining a sports league with a partner.,,Yes,Plays sports with partner,
question,QID428,Dietary restrictions,WHO_I_WANT,I’d like to date a vegan.,,No,Non-vegan,
question,QID428,Dietary restrictions,WHO_I_WANT,I’d like to date a vegan.,,Yes,Follows a vegan diet,
question,QID429,Dietary restrictions,WHO_I_WANT,I'm okay with dating a picky eater.,,No,Not a picky eater,
question,QID429,Dietary restrictions,WHO_I_WANT,I'm okay with dating a picky eater.,,Yes,nan,
question,QID431,Cultural Background,WHO_I_WANT,I'd prefer to date someone from my cultural background.,,No,Can be a different cultural background,
question,QID431,Cultural Background,WHO_I_WANT,I'd prefer to date someone from my cultural background.,,Yes,Preferably of shared cultural background,
question,QID432,Cultural Background,WHO_I_WANT,Would you date someone from a very different culture?,,"Maybe, if it doesn’t conflict with my culture",Can be a different cultural background,
question,QID432,Cultural Background,WHO_I_WANT,Would you date someone from a very different culture?,,I would be open to it,Can be a different cultural background,
question,QID432,Cultural Background,WHO_I_WANT,Would you date someone from a very different culture?,,Probably not,nan,
question,QID432,Cultural Background,WHO_I_WANT,Would you date someone from a very different culture?,,Prefer not to say,nan,
question,QID433,Cultural Background,WHO_I_AM,I would adopt different cultural practices for the right person.,,No,Prefers shared culture in dating,
question,QID433,Cultural Background,WHO_I_AM,I would adopt different cultural practices for the right person.,,Yes,Can be a different cultural background,
question,QID435,Open-mindedness,WHO_I_WANT,Lots of piercings?,,Turn on,Has piercings,
question,QID435,Open-mindedness,WHO_I_WANT,Lots of piercings?,,Turn off,No piercings,
question,QID436,Open-mindedness,WHO_I_WANT,Lots of tattoos?,,Turn on,Has tattoos,
question,QID436,Open-mindedness,WHO_I_WANT,Lots of tattoos?,,Turn off,No tattoos,
question,QID436,Open-mindedness,WHO_I_WANT,Lots of tattoos?,,I don't mind,nan,
question,QID436,Open-mindedness,WHO_I_WANT,Lots of tattoos?,,Not sure,nan,
question,QID437,Open-mindedness,WHO_I_WANT,Brightly dyed hair?,,Turn on,nan,
question,QID437,Open-mindedness,WHO_I_WANT,Brightly dyed hair?,,Turn off,Doesn't have brightly dyed hair,
question,QID437,Open-mindedness,WHO_I_WANT,Brightly dyed hair?,,Not sure,nan,
question,QID438,Adventurousness,WHO_I_WANT,Do you prefer to do indoor our outdoor activities with your partner?,,Indoor activities,Enjoys indoor activities,
question,QID438,Adventurousness,WHO_I_WANT,Do you prefer to do indoor our outdoor activities with your partner?,,Outdoor activities,Enjoys the outdoors,
question,QID438,Adventurousness,WHO_I_WANT,Do you prefer to do indoor our outdoor activities with your partner?,,I like both,Enjoys indoor and outdoor activities,
question,QID439,Outdoor experiences,WHO_I_AM,How does an all-day hike sound?,,"Doable, I'll live",Enjoys hiking,
question,QID439,Outdoor experiences,WHO_I_AM,How does an all-day hike sound?,,Awesome. Let’s go!,Enjoys hiking,
question,QID439,Outdoor experiences,WHO_I_AM,How does an all-day hike sound?,,Like my nightmare,Not a fan of hiking,
question,QID439,Outdoor experiences,WHO_I_AM,How does an all-day hike sound?,,Not sure,nan,
question,QID442,Ambition,WHO_I_WANT,Which would you prefer in a partner?,,They’re content with what they have,nan,
question,QID442,Ambition,WHO_I_WANT,Which would you prefer in a partner?,,They’re driven to get ahead,Ambitious,
question,QID442,Ambition,WHO_I_WANT,Which would you prefer in a partner?,,Not sure,nan,
question,QID443,Extroversion compatibility,WHO_I_WANT,I'd love to have an extroverted partner,,No,nan,
question,QID443,Extroversion compatibility,WHO_I_WANT,I'd love to have an extroverted partner,,Yes,Extroverted,
question,QID444,Extroversion compatibility,WHO_I_WANT,People with “big” or “loud” personalities are…,,Annoying,nan,
question,QID444,Extroversion compatibility,WHO_I_WANT,People with “big” or “loud” personalities are…,,Amusing,Extroverted,
question,QID444,Extroversion compatibility,WHO_I_WANT,People with “big” or “loud” personalities are…,,Not sure,nan,
question,QID445,Extroversion compatibility,WHO_I_WANT,I'd be okay dating a very shy person.,,No,Extroverted,
question,QID445,Extroversion compatibility,WHO_I_WANT,I'd be okay dating a very shy person.,,Yes,nan,
question,QID448,Active lifestyle compatibility,WHO_I_AM,What time do you usually work out?,,Early morning,Early morning exerciser,
question,QID448,Active lifestyle compatibility,WHO_I_AM,What time do you usually work out?,,Mid-morning,Morning exerciser,
question,QID448,Active lifestyle compatibility,WHO_I_AM,What time do you usually work out?,,Afternoon,Afternoon exerciser,
question,QID448,Active lifestyle compatibility,WHO_I_AM,What time do you usually work out?,,Evening,Evening exerciser,
